Fiscal Year Released,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Return to Prison,Days to Return,Recidivism Type,Offense,New Offense
2012,1JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,1JD,Parole,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Yes,663.0,New,Public Order-Weapons,Public Order-Weapons
2014,6JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Sex,No recidivism
2013,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,2JD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2010,6JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Yes,149.0,Tech,Violent-Sex,No recidivism
2012,7JD,Parole,Black - Non-Hispanic,45-54,Female,No,,No Recidivism,Public Order-OWI,No recidivism
2015,4JD,Parole Granted,White - Non-Hispanic,45-54,Female,Yes,395.0,Tech,Drug-Trafficking,Drug-Trafficking
2015,8JD,Parole Granted,White - Non-Hispanic,Under 25,Female,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Theft,No recidivism
2015,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Vandalism,No recidivism
2015,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,Yes,204.0,New,Drug-Drug Possession,Other-Other Criminal
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-Weapons,No recidivism
2015,5JD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Theft,No recidivism
2014,,,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Burglary,No recidivism
2015,,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Yes,765.0,New,Public Order-Alcohol,Violent-Assault
2013,1JD,Parole Granted,Black - Non-Hispanic,45-54,Female,No,,No Recidivism,Violent-Assault,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2015,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,Yes,355.0,Tech,Property-Burglary,Property-Burglary
2015,4JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,,Discharged – End of Sentence,White - Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2014,,,White - Non-Hispanic,25-34,Male,Yes,956.0,New,Property-Burglary,Property-Burglary
2011,,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Yes,518.0,New,Violent-Robbery,Violent-Assault
2015,2JD,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Theft,No recidivism
2013,1JD,Parole Granted,Black - Non-Hispanic,25-34,Female,No,,No Recidivism,Property-Theft,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Yes,465.0,New,Other-Other Criminal,Drug-Trafficking
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2014,,,Black - Non-Hispanic,45-54,Female,No,,No Recidivism,Property-Theft,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Arson,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2011,4JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Robbery,No recidivism
2014,,,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Public Order-Weapons,No recidivism
2010,5JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,5JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Yes,607.0,Tech,Drug-Trafficking,No recidivism
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Female,Yes,462.0,New,Violent-Assault,Violent-Assault
2010,3JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2012,5JD,Parole,Black - Non-Hispanic,45-54,Female,Yes,394.0,New,Public Order-OWI,Public Order-Traffic
2010,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Yes,604.0,New,Public Order-Sex Offender Registry/Residency,Drug-Trafficking
2011,1JD,Parole,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Robbery,No recidivism
2015,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,5JD,Parole,White - Hispanic,25-34,Female,Yes,76.0,Tech,Drug-Drug Possession,No recidivism
2010,5JD,Parole,White - Non-Hispanic,35-44,Male,Yes,435.0,Tech,Drug-Other Drug,No recidivism
2011,1JD,Parole,White - Hispanic,25-34,Female,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2011,7JD,Parole,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,5JD,Parole,White - Non-Hispanic,45-54,Female,No,,No Recidivism,Property-Theft,No recidivism
2014,5JD,Parole,White - Hispanic,25-34,Male,Yes,379.0,New,Public Order-Traffic,Public Order-Traffic
2012,5JD,Parole,White - Non-Hispanic,25-34,Male,Yes,450.0,New,Property-Burglary,Public Order-Alcohol
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Property-Theft,No recidivism
2010,7JD,Parole,White - Non-Hispanic,Under 25,Male,Yes,198.0,New,Public Order-Weapons,Drug-Drug Possession
2012,8JD,Parole,White - Non-Hispanic,Under 25,Male,Yes,446.0,New,Drug-Trafficking,Property-Theft
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Theft,No recidivism
2012,1JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,,,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2014,,,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2011,2JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Theft,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,892.0,New,Drug-Trafficking,Drug-Trafficking
2014,,,Black - Non-Hispanic,45-54,Male,Yes,335.0,New,Drug-Trafficking,Drug-Drug Possession
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2015,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,53.0,Tech,Drug-Trafficking,Drug-Trafficking
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2015,5JD,Parole Granted,Black - Non-Hispanic,35-44,Female,No,,No Recidivism,Property-Theft,No recidivism
2012,5JD,Parole,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,2JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Yes,514.0,Tech,Violent-Sex,No recidivism
2015,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,Yes,291.0,New,Property-Theft,Drug-Trafficking
2015,,Discharged - Expiration of Sentence,White - Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Vandalism,No recidivism
2013,6JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,Yes,226.0,Tech,Property-Burglary,No recidivism
2012,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Female,Yes,180.0,New,Property-Theft,Property-Theft
2015,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Sex,No recidivism
2013,7JD,Parole Granted,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2015,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Yes,895.0,New,Violent-Robbery,Public Order-Weapons
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Yes,525.0,New,Property-Burglary,Property-Theft
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2015,,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,,,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2014,,,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Sex,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,,Discharged – End of Sentence,White - Hispanic,25-34,Female,Yes,956.0,New,Drug-Trafficking,Drug-Trafficking
2012,5JD,Parole,White - Non-Hispanic,Under 25,Male,Yes,109.0,Tech,Property-Burglary,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Yes,821.0,New,Property-Burglary,Property-Theft
2015,6JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,Yes,279.0,New,Property-Burglary,Property-Burglary
2013,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,Yes,287.0,Tech,Property-Theft,No recidivism
2010,7JD,Parole,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Violent-Sex,No recidivism
2010,1JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,496.0,New,Public Order-OWI,Drug-Trafficking
2013,6JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Yes,22.0,Tech,Public Order-OWI,No recidivism
2015,1JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Sex,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,ISC,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Burglary,No recidivism
2010,4JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,5JD,Parole,White - Non-Hispanic,Under 25,Male,Yes,272.0,New,Property-Forgery/Fraud,Property-Forgery/Fraud
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Assault,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Female,Yes,765.0,New,Property-Vandalism,Property-Theft
2010,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,8JD,Parole,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-Traffic,No recidivism
2010,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Female,No,,No Recidivism,Public Order-OWI,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2014,,,White - Non-Hispanic,25-34,Female,No,,No Recidivism,Property-Burglary,No recidivism
2014,5JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-Weapons,No recidivism
2013,7JD,Paroled w/Immediate Discharge,White - Non-Hispanic,35-44,Male,Yes,277.0,New,Public Order-OWI,Public Order-OWI
2013,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Yes,217.0,New,Property-Burglary,Violent-Assault
2014,,,White - Hispanic,Under 25,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2013,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,359.0,Tech,Drug-Trafficking,No recidivism
2014,,,Black - Non-Hispanic,25-34,Female,No,,No Recidivism,Property-Theft,No recidivism
2012,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Burglary,No recidivism
2015,6JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,35-44,Male,Yes,728.0,Tech,Drug-Trafficking,Drug-Trafficking
2012,5JD,Parole,White - Non-Hispanic,Under 25,Male,Yes,151.0,Tech,Property-Theft,No recidivism
2010,1JD,Parole,White - Non-Hispanic,25-34,Male,Yes,329.0,New,Property-Burglary,Drug-Trafficking
2012,ISC,Parole,White - Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,5JD,Parole,White - Non-Hispanic,45-54,Male,Yes,418.0,New,Property-Theft,Violent-Assault
2015,,Paroled to Detainer - INS,White - Hispanic,35-44,Male,No,,No Recidivism,Property-Burglary,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Public Order-Sex Offender Registry/Residency,No recidivism
2010,1JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Other Drug,No recidivism
2014,5JD,Parole,Black - Non-Hispanic,45-54,Male,Yes,799.0,New,Other-Other Criminal,Drug-Trafficking
2015,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2011,7JD,Parole,White - Non-Hispanic,25-34,Male,Yes,135.0,New,Property-Burglary,Drug-Trafficking
2015,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2014,8JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Burglary,No recidivism
2011,Interstate Compact,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2011,2JD,Parole,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2014,2JD,Parole,White - Non-Hispanic,Under 25,Male,Yes,140.0,Tech,Drug-Trafficking,Drug-Trafficking
2013,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,Yes,817.0,New,Property-Burglary,Other-Other Criminal
2011,5JD,Parole,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2015,3JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Theft,No recidivism
2010,1JD,Parole,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2012,6JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2014,,,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Public Order-Weapons,No recidivism
2010,8JD,Parole,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,1JD,Parole,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2015,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,8JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2015,1JD,Parole Granted,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,Yes,592.0,New,Drug-Trafficking,Drug-Trafficking
2014,1JD,Parole,White - Non-Hispanic,35-44,Male,Yes,861.0,New,Drug-Trafficking,Property-Theft
2014,8JD,Parole,White - Non-Hispanic,25-34,Male,Yes,860.0,New,Violent-Assault,Other-Other Criminal
2012,2JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Vandalism,No recidivism
2014,,,White - Non-Hispanic,25-34,Female,No,,No Recidivism,Drug-Drug Possession,No recidivism
2012,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2014,,,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Burglary,No recidivism
2010,4JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,5JD,Parole,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2010,1JD,Parole,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,8JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2015,2JD,Parole Granted,White - Non-Hispanic,45-54,Female,Yes,239.0,New,Property-Forgery/Fraud,Other-Other Criminal
2013,7JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2014,7JD,Parole,White - Non-Hispanic,35-44,Male,Yes,736.0,New,Drug-Trafficking,Drug-Trafficking
2014,,,White - Non-Hispanic,55 and Older,Male,Yes,317.0,New,Property-Theft,Property-Theft
2015,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,Yes,679.0,New,Violent-Assault,Violent-Assault
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2010,6JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Murder/Manslaughter,No recidivism
2012,ISC,Parole,White - Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,2JD,Parole,Black - Non-Hispanic,45-54,Male,Yes,176.0,New,Property-Forgery/Fraud,Property-Forgery/Fraud
2011,7JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,5JD,Parole,White - Non-Hispanic,45-54,Male,Yes,376.0,Tech,Drug-Trafficking,Drug-Trafficking
2015,8JD,Parole Granted,White - Non-Hispanic,35-44,Female,Yes,530.0,Tech,Drug-Trafficking,Drug-Trafficking
2010,2JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Yes,486.0,Tech,Violent-Sex,No recidivism
